smiles,LogS
N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=CC=C(Br)C=C3)C=C1,-2.62
CC1=CC=C(C=C1)[S](=O)(=O)NC(=O)NC2=NC(=CC=N2)NC3=CC=C(C=C3)[S](N)(=O)=O,-4.3
FC1=CC=CC(=C1C(=O)NC(=O)NC2=CC(=C(OC3=C(Cl)C=C(C=N3)C(F)(F)F)C(=C2)Cl)Cl)F,-8.65
COC1=C(F)C=C(C=C1)C2=C(Cl)N=C[N]2C3=CC=C(C=C3)[S](=O)(=O)N[P](O)(O)=O,-2.55
N[S](=O)(=O)C1=CC=C(NC2=CC=NC(=N2)N[S](=O)(=O)C3=CC(=CC=C3)C(F)(F)F)C=C1,-1.82
N[S](=O)(=O)C1=CC=C(NC2=CC=NC(=N2)NC(=O)N[S](=O)(=O)C3=CC=C(Cl)C=C3)C=C1,-4.0
OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC8C(O)C(O)C(OC8CO)OC9C(O)C(O)C(OC9CO)OC1C(O)C2O,-0.75
COCCNC(=O)C(NC(=O)C(CC(O)C(CC1=CC=CC=C1)NC(=O)OC(C)(C)C)CC2=CC(=C(OC)C(=C2)OC)OC)C(C)C,-4.0
CC1=C(C(O)=O)C(=CC2=C1C(=O)C3=C(C(=C(O)C(=C3O)C4OC(CO)C(O)C(O)C4O)O)C2=O)O,-2.58
N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=C(F)C(=C(F)C(=C3F)F)F)C=C1,-1.57
CCCOC1=CC=C2C(C(C(C3=CC=C(OC)C=C3OCC(O)=O)C2=C1)C(O)=O)C4=CC5=C(OCO5)C=C4,-6.77
CC(C)C1(NC(=O)C2CC3C(CC4=C[NH]C5=C4C3=CC=C5)N(C)C2)OC6(O)C7CCCN7C(=O)C(CC8=CC=CC=C8)N6C1=O,-5.27
COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC,-5.97
OC(CC(C1=CC=CC=C1)C2=C(O)C3=C(OC2=O)C=CC=C3)C4=CC=C(C=C4)C5=CC=C(Br)C=C5,-4.45
CC(C)CCCC(C)C1CCC2C3CCC4CC(C)(CCC=C(C5=CC(=C(O)C(=C5)C(O)=O)Cl)C6=CC(=C(O)C(=C6)C(O)=O)Cl)CCC4(C)C3CCC12C,-8.46
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCCCN(CCO)CCO,-2.37
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCCC(N)C(O)=O,-2.22
CSCC(NC(=O)COC1=CC=CC2=C1C=CN=C2)C(=O)NC(CC3=CC=CC=C3)C(O)C(=O)N4CSCC4C(=O)NC(C)(C)C,-3.95
CC(C)C1=C(Br)C(=C(C)C=C1C2(O[S](=O)(=O)C3=C2C=CC=C3)C4=CC(=C(O)C(=C4C(C)C)Br)C)O,-5.18
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=NC=C3,-3.36
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=CC=N3,-3.42
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC3=CC=CC(=C3)CN,-2.85
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NCC(N)C3=CC=CC=N3,-3.4
OC(=O)C1=C(I)C(=C(I)C=C1I)NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(=C2I)C(O)=O,-3.39
CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(CC2=C[NH]C=N2)NC(=O)C(CC3=CC=CC=C3)NC(=O)OC(C)(C)C)C(=O)NCC4=CC=CC(=C4)CN,-4.7
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(C(O)=O)C3=CC=CC=C3,-3.13
CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=CC=C4)N(C)C(=O)C5CCCCN5C(=O)C6CCCCN6C1=O,-5.57
CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(CC3=CC(=CC=C3)CN)C(O)=O,-2.82
CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=C[NH]C=N5)NC(=O)C6CCCCN6C(=O)C7CCCCN7C1=O,-2.58
CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=CC=C4)N(C)C(=O)C(CCCN)NC(=O)C5CCC=NN5C1=O,-2.7
CCC(C)C1NC(=O)C(CC2=CC3=C(C=CC=C3)C=C2)NC(=O)C4CCCN4C(=O)C(CC5=C[NH]C=N5)NC(=O)C6CCCCN6C(=O)C7CCCCN7C1=O,-3.98
CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=CC=CC=C5)N(C)C(=O)C6CNCCN6C(=O)C7CCCCN7C1=O,-2.75
CCC(C)C1NC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C4CCCN4C(=O)C(CC5=C[NH]C=N5)NC(=O)C6CCCCN6C(=O)C7CCC=NN7C1=O,-2.6
CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=CC=C4)N(C)C(=O)C5CCC=NN5C(=O)C6CCC=NN6C1=O,-4.04
CC(C)C(C)C,-3.583
CCCCCCCCCCCC,-6.41
CC(C)(C)C,-3.337
CCCCCCCCCCCCCC,-7.456
CBr,-0.7959999999999999
CCCl,-1.055
ICI,-2.334
CC(F)F,-1.315
FC(Cl)Cl,-0.738
FC(F)Cl,-1.494
FC(F)F,-1.233
FC(F)(F)Br,-2.668
FC(Cl)(Cl)Cl,-2.096
FC(F)(F)Cl,-3.065
CF,-0.176
CC(C)=C,-2.329
C\C=C/C,-1.93
CCCCCC=C,-3.732
C\C=C\C,-2.041
FC(F)=C,-0.706
Cl\C=C\Cl,-1.187
BrC=C,-1.275
BrCCC=C,-2.247
Br\C=C\Br,-1.742
CC(C)OCCO,0.982
COCCO,1.119
COCCOC,1.045
CCOCCO,1.045
CCOCCOCCO,0.872
COCCOCCOC,0.872
CCCCCCOCCO,-1.169
CCOCCOCCOCC,0.79
CCCCOCCOCCCC,-1.94
CCCCOCCOCCOCCCC,-1.862
COC,0.884
CC1OC(C)OC(C)O1,-0.072
C1COCCO1,1.055
CCOCOCC,-0.173
C1COCO1,1.13
FC(F)OC(F)(F)C(F)Cl,-1.516
FC(F)OC(Cl)C(F)(F)F,-1.616
CCN(CC)N=O,0.016
O=NN1CCOCC1,0.935
CN(C)N=O,1.13
CCCN(CCC)N=O,-1.001
CCCCN(CCCC)N=O,-2.096
CCCCN(CC)N=O,-1.035
CCCCN(C)N=O,-0.7
CCN(C)N=O,0.532
CO[P](=O)(OC)OC=C(Cl)Cl,-1.344
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-4.259
CC(O[P](C)(F)=O)C(C)(C)C,-0.938
CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,-6.109
CC(CCl)OC(C)CCl,-2.003
CNC(=O)O\N=C\C(C)(C)SC,-1.499
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,0.625
CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001
CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,-3.462
C1CC[C@H](NC1)c2cccnc2,0.79
CCCOC(N)=O,-0.13
CCCN(CCC)C(=O)SCC,-2.7030000000000003
CO[P](=S)(OC)SCSc1ccc(Cl)cc1,-5.294
ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,-5.902
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,-4.522
CCSC(=O)N1CCCCCC1,-2.286
CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-5.846
CNC(=O)Oc1ccccc1C(C)C,-2.684
CO[P](=S)(OC)Oc1ccc(cc1)C#N,-3.723
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,-6.237
CO[P]1(=S)OCc2ccccc2O1,-3.571
CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-5.952000000000001
CC(C)Nc1nc(N)nc(Cl)n1,-2.7060000000000004
CSc1nc(NC(C)C)nc(NC(C)C)n1,-3.864
CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,-3.386
CCO[P](=S)(OCC)SCSC(C)(C)C,-4.755
CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-4.63
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
CNC(=O)O\N=C(/C)SC,-0.447
CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,-3.3310000000000004
CSC1=NN=C(C(=O)N1N)C(C)(C)C,-2.245
CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,-7.138
CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-2.965
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-4.924
CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,-2.858
CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.964
CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,-4.133
CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-1.993
CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-4.125
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3.834
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,-7.242999999999999
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.99
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.392
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,-1.604
Brc1ccc(cc1)c2ccccc2,-5.553
Cc1ccc(cc1)c2ccccc2,-4.618
Clc1cccc(c1)c2ccccc2Cl,-5.585
Clc1ccc(Cl)c(c1)c2ccccc2,-5.299
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-7.756
Clc1ccc(c(Cl)c1)c2ccccc2Cl,-6.49
Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-7.903
Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.209
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-6.553999999999999
c1ccc2cc3c(ccc4ccccc34)cc2c1,-7.385
[nH]1c2ccccc2c3ccccc13,-4.968
c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,-8.24
c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,-8.432
c1cnc2c(c1)ccc3ncccc23,-2.681
Cc1ccc2c(ccc3ccccc23)c1,-5.837000000000001
CC(=C)c1ccccc1,-3.008
c1ccc(cc1)\C=C\c2ccccc2,-5.792999999999999
CCc1ccccc1CC,-3.276
CCc1cccc(CC)c1,-3.748
C#Cc1ccccc1,-2.35
Cc1ccc(cc1)c2ccc(C)cc2,-6.018
CCCCCCCCc1ccccc1,-6.46
Fc1cccc(Cl)c1,-2.346
Fc1cccc(Br)c1,-2.6660000000000004
O=C(OOC(=O)c1ccccc1)c2ccccc2,-4.425
FC(F)(F)c1ccccc1,-2.511
S=C=Nc1ccccc1,-3.177
S=C=NCc1ccccc1,-3.136
NC(=O)c1c(Cl)cccc1Cl,-1.843
ClC(Cl)(Cl)CC(=C)c1ccccc1,-4.282
CCNCNC(=O)c1ccccc1,-0.075
CN,1.541
CCN,1.346
CC(C)N,1.228
CC(C)(C)N,1.136
CC(C)CN,1.136
CCCN,1.228
NCC=C,1.243
NC1CCCCC1,1.004
CCCCN,1.136
CCNCC,1.136
CCCCCN,1.06
C=CCNCC=C,-0.053
CNC,1.558
NCCO,1.214
Nc1cccc(N)c1,0.3429999999999999
Nc1ccc(Cl)cc1Cl,-2.417
Nc1cccc(O)c1,-0.607
Nc1cc(Cl)cc(Cl)c1,-2.315
Nc1c(Cl)cc(Cl)cc1Cl,-3.691
COc1cccc(OC)c1O,-0.952
COc1ccc(O)cc1,-0.492
Oc1cccc(Cl)c1Cl,-1.656
Oc1cc(Cl)cc(Cl)c1,-1.5590000000000002
Oc1ccc(Br)cc1Br,-2.123
Oc1c(Cl)ccc(Cl)c1Cl,-2.642
Cc1ccc(C)c(O)c1C,-1.936
CC(O)C(O)=O,1.045
OC=O,1.337
OC(=O)C(Cl)(Cl)Cl,0.519
CC12[C@@H](O)C=C[C@@]3(OC1=O)[C@@H]4CC[C@]5(O)C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O,-1.841
CCC(O)=O,1.13
OC(=O)C(Cl)Cl,0.89
CCC(Br)C(O)=O,-0.3779999999999999
OC(=O)Cc1c[nH]c2ccccc12,-2.067
CCCCC(O)=O,-0.416
C/C=C/C=C/C(O)=O,-1.652
OC(=O)\C=C\c1ccccc1,-2.434
CCCCC(CC)C(O)=O,-1.858
COc1ccc(\C=C\C(O)=O)cc1,-2.398
OC(=O)c1cc(Cl)cc(Cl)c1,-3.114
OC(=O)c1ccc(Cl)c(Cl)c1,-3.495
OC(=O)c1ccc2ccccc2c1,-3.564
CC(C)(C)c1ccc(cc1)C(O)=O,-3.804
Nc1cccc(c1)C(O)=O,-1.366
OC(=O)c1ccc(O)c(O)c1,-0.928
COc1ccc(cc1)C(O)=O,-2.458
OC(=O)c1c(O)cccc1O,-1.207
OC(=O)c1cccc(F)c1,-1.97
OC(=O)c1cccc(Br)c1,-2.699
OC(=O)c1ccc(Br)cc1,-3.525
OC(=O)c1ccc(I)cc1,-3.963
CN(C)c1ccc(cc1)C(O)=O,-3.398
CO,1.494
CC(C)(C)O,1.13
OCC=C,1.236
OCC#C,1.251
CC(C)(O)C#C,1.075
OCCF,1.193
C=O,1.121
CC=O,1.356
ClC(Cl)(Cl)C=O,-0.691
O=C/C=C/c1ccccc1,-1.969
CCCOC(=O)c1ccc(O)cc1,-2.557
CCOC(=O)C(C)=C,-1.325
CC(C)COC(=O)C(C)=C,-2.039
CCCCOC(=O)C(C)=C,-2.25
CCOC(=O)\C=C\c1ccccc1,-2.9960000000000004
CCOC(=O)NC,0.826
CC(=O)OC=C,-0.634
COCC(C)OC(C)=O,0.176
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,-1.901
CCCOC(=O)c1ccccc1C(=O)OCCC,-3.365
Nc1ccc(c(O)c1)C(=O)Oc2ccccc2,-4.515
CC(=O)OCc1ccccc1,-1.685
CCCCOC(=O)C=C,-1.807
CCOC(=O)CC(C)=O,-0.073
CC(=C)C(=O)OC(C)(C)C,-2.153
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.877
OCCOC(=O)C=C,0.935
CC(=C)C(=O)OCCO,-0.114
CC(=O)OCCBr,-0.674
CC(O)COC(=O)C=C,0.8859999999999999
CC(=O)OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C=O,-2.415
CC(C)=O,1.236
CCC(=O)c1ccc(O)cc1,-2.639
CC(=O)C(C)=O,0.366
CC(C)C(C)=O,-0.151
C1CO1,1.356
ClCC1CO1,-0.147
OCC1CO1,1.13
C1OC1C2CO2,1.065
OCC(F)(F)F,1.0
OCCCl,1.094
OCC(Cl)(Cl)Cl,-0.254
OCCBr,0.903
C#N,1.568
CCC#N,0.272
CCCC#N,-0.321
N#CCCCCC#N,-0.131
CC(=C)C#N,-0.422
N#CCCCC#N,1.026
CN1C(=O)N(C)c2nc[nH]c2C1=O,-1.389
O=C1Nc2ccccc2C=C1,-2.139
CN1CC(=O)N=C1N,-0.15
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,-1.127
CNCC(C)c1ccccc1,-1.095
O=C1NNC(=O)C=C1,-1.271
O=NN1CCCC1,0.999
CCCCCCCCCCCCN1CCCC1=O,-4.67
CCCCCCCCCCCCN1CC(CC1=O)C(O)=O,-3.2230000000000003
CN1CC(CC1=O)C(O)=O,-0.954
COC(=O)C1CN(C)C(=O)C1,0.804
CCCCCCN1CC(CC1=O)C(=O)OC,-1.246
CN1CCC[C@H]1c2cccnc2,0.79
CCc1ccccn1,0.501
Cc1cc(C)nc(C)c1,-0.539
Cc1ccncc1,1.031
Cc1cccnc1,1.031
Brc1ccccn1,-0.8809999999999999
Cc1ccccn1,1.031
Clc1ccccn1,-0.754
Cc1cnccn1,1.026
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,-2.227
CC(C)(S)[C@@H](N)C(O)=O,-0.128
CC\C(c1ccc(O)cc1)=C(\CC)c2ccc(O)cc2,-4.35
O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,-3.32
CCN(CC)C(=O)c1cccnc1,0.7490000000000001
Cn1cnc2N(C)C(=O)NC(=O)c12,-2.737
COC1CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,-4.611000000000001
OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.855
CN[C@@H](C)[C@H](O)c1ccccc1,-0.415
O=C1N=CN=C2NNC=C12,-2.379
COc1cc2N3C4[C@@H]5C(CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,-2.091
Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,-3.615
CCCC1(CCC)C(=O)NC(=O)NC1=O,-2.549
NC1=CC(=NC(=N)N1O)N2CCCCC2,-1.982
CNc1cccc2C(=O)c3ccccc3C(=O)c12,-6.3
Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,-5.859
COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N,-5.746
O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-6.209
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.644
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,-4.458
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,-4.303999999999999
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,-3.241
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,-3.054
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.209
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,-4.277
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,-4.369
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,-3.11
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-3.955
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.63
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.553
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-3.95
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-4.091
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,-3.695
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,-3.745
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,-4.13
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.708
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-4.316
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-3.693
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.434
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.771
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,-4.099
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,-4.9
CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,-4.71
NC1(CCCC1)C(O)=O,-0.412
NCCCC(O)=O,1.101
Nc1nc(N)nc(n1)c2ccccc2,-2.494
OCc1occc1,1.008
[nH]1cccc1,-0.173
Cc1occc1,-1.4369999999999998
CSc1sc2ccccc2n1,-3.161
NCc1occc1,1.013
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C,-3.117
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.7879999999999999
CC(O)CO,1.119
CCC(CO)(CO)CO,0.872
CC(O)COC(C)CO,0.872
OCCO,1.207
OCCNCCO,0.978
C[C@@H](O)[C@H](C)O,1.045
OCC(CO)(CBr)CBr,-0.838
CC(N)=S,0.336
CCO[S](=O)(=O)OCC,-1.3430000000000002
C[S](C)=O,1.107
OC(=O)CS,1.036
S=C=S,-1.81
CO[S](=O)(=O)OC,-0.654
CCSCC,-1.46
C[S](F)(=O)=O,-0.515
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,-5.235
CCCCO[P](=O)(OCCCC)OCCCC,-2.978
CO[P](=O)(OC)OC,0.5529999999999999
CN(C)[P](=O)(N(C)C)N(C)C,0.747
CO[P](C)(=O)OC,0.906
CC(C)O[P](C)(=O)OC(C)C,-0.052
N(c1ccccc1)c2cccc3ccccc23,-3.563
Nc1cccc2cccc(N)c12,-2.27
Oc1ccc2cc(O)ccc2c1,-2.205
Cc1ccc2cc(C)c(C)cc2c1,-5.001
Nc1cccc2c(N)cccc12,-2.619
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-3.3680000000000003
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-3.954
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.293
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-3.64
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.346
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,-9.207
Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl,-12.06
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,-8.646
Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)cc3Oc2c1,-8.874
CN(C)C=O,1.136
NC=O,1.346
CNC(C)=O,1.136
O=C1CCCCCN1,0.8340000000000001
CCCC(N)=O,0.272
NC(=O)CF,1.113
ClCCNC(=O)N(CCCl)N=O,-1.7280000000000002
Cc1cccc(c1)[S](N)(=O)=O,-1.341
N[S](=O)(=O)c1ccc(CCCO)cc1,-1.032
N[S](=O)(=O)c1ccc(CCCCO)cc1,-1.193
N[S](=O)(=O)c1ccc(CCCCCO)cc1,-1.971
CSCOC(=O)c1ccccc1OC(C)=O,-2.64
OC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,-1.592
CCCCCCNC(=O)COC(=O)c1ccccc1,-3.902
CCOC(=O)OCC,-0.7979999999999999
CC1=C(O)C(=O)C=CO1,-1.063
CCC(O)(COC(N)=O)c1ccccc1,-0.923
OC(=O)c1c(Cl)ccc(Cl)c1Cl,-1.467
